Row,Status,Error,Preview
1085,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate the proper procedure for cleaning and inspecting a fiber optic SC co...
1086,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Review a telecom rack installation. Identify 3 installation errors based on BICS...
1087,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a fiber optic cleaver and a piece of scrap fiber, demonstrate how to prepa..."
1088,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Calculate the Optical Loss Budget for a single-mode link: Length = 10 km (0.35 d...
1089,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate how to use an Optical Power Meter (OPM) and Light Source to measure ...
1090,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Evaluate a Fluke test report that shows a 'FAIL' for NEXT on Pair 3,6 / 4,5. Wha..."
1091,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Inspect an access control door installation. Verify the function of the Request ...
1092,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a digital multimeter, demonstrate how to verify the grounding resistance o..."
1093,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are handed a spool of 'Indoor/Outdoor' fiber optic cable. How do you verify ...
1094,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate how to focus and aim a varifocal IP CCTV camera using a field test m...
1095,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Identify the color code for a 12-strand fiber optic cable buffer tube.
1096,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Evaluate a scenario: You are pulling fiber optic cable into a data center. The c...
1097,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Demonstrate how to check the connectivity and PoE power of a network wall jack u...
1098,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Inspect a PA/GA (Public Address) system speaker installation. What specific feat...
1099,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,"Given a piece of RG-6 coaxial cable and a compression BNC connector, describe th..."
1100,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,Review a wireless heat map (predictive survey) for an industrial warehouse. Iden...
1101,❌ Failed,Discipline and question are required. MCQ points must be 1; other question types must be 1-10.,You are commissioning a newly installed fiber optic ring network. How do you phy...
